year,delivery,adfg,vessel_name,tendered,landing_date,sample_date,port,mgmt_area,nmfs_area,gear_code,ft_number,landing_rpt,tkt_weight,spcode,sex,length,nfish
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,68,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,69,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,70,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,71,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,72,1
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,73,3
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,75,1
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,76,3
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,78,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,79,1
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,80,2
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,81,1
2022,KPC22F0001,40,Polar Star,N,2022-02-26,02-25-2022,Kodiak,K,630,91,E22 721777,8274310,63325,110,2,88,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,52,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,55,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,56,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,57,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,58,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,59,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,60,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,61,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,62,5
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,63,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,64,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,65,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,66,4
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,67,7
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,68,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,70,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,71,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,72,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,76,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,79,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,80,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,,86,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,55,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,58,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,59,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,61,4
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,62,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,63,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,64,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,65,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,66,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,67,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,68,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,70,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,71,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,73,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,74,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,75,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,1,76,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,57,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,58,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,63,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,64,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,65,3
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,66,4
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,68,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,69,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,72,2
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,75,1
2022,KPC22F0002,4,New Venture,N,2022-02-26,02-26-2022,Kodiak,K,620,91,E22 721778,8274311,55421,110,2,76,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,48,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,53,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,54,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,56,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,57,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,58,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,59,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,60,2
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,61,5
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,62,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,63,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,64,4
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,65,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,66,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,68,4
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,69,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,70,6
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,71,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,72,7
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,73,4
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,74,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,75,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,76,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,77,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,78,2
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,79,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,80,4
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,81,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,82,2
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,83,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,84,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,85,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,87,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,88,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,90,2
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,91,2
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,92,3
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,93,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,95,1
2022,KPC22F0003,52119,Providence,N,2022-02-27,02-26-2022,Kodiak,K,,91,E22 721886,8274668,63874,110,,102,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,57,3
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,59,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,62,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,63,3
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,64,4
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,65,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,66,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,68,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,69,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,70,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,71,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,72,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,74,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,75,2
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,1,81,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,47,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,57,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,58,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,60,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,61,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,62,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,64,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,66,2
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,67,3
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,68,2
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,69,3
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,70,2
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,71,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,72,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,74,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,80,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,83,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,86,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,88,1
2022,KPC22F0004,23258,Sumner Strait,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721887,8274672,82447,110,2,89,1
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,53,1
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,54,1
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,56,2
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,57,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,58,3
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,59,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,60,2
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,61,5
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,62,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,63,1
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,64,10
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,65,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,66,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,67,2
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,68,5
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,69,6
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,70,4
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,71,2
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,72,5
2022,KPC22F0005,31170,El Caporal,N,2022-02-27,02-27-2022,Kodiak,K,,91,E22 721888,8274673,10885,110,,73,4
